Link_ID,Length_L_km,Area_H_km2
382222,0.983,0.45623
421734,1.013,0.5553
420378,0.394,0.13882
436381,0.394,0.12601
365936,0.519,0.3427
467797,2.2,1.21799
451507,0.967,0.41512
394338,0.394,0.20252
393071,0.163,0.05063
488039,0.162,0.06263
410005,0.588,0.29072
404327,0.263,0.08851
439045,0.259,0.10083
417699,0.978,0.31563
408832,0.879,0.34124
436091,0.421,0.252
441742,0.425,0.13853
408698,0.548,0.29068
433324,0.584,0.28989
444521,1.04,0.57913
441141,0.457,0.16373
396688,1.26,0.75925
398964,0.294,0.11385
405005,0.748,0.16436
444401,0.909,0.44064
414670,1.132,0.29049
392475,0.457,0.34182
435176,0.457,0.15122
416774,0.657,0.39178
422168,0.457,0.18929
399947,0.975,0.46808
443174,0.457,0.13851
412152,0.879,0.65695
423291,0.294,0.20188
417678,0.62,0.39128
417701,0.425,0.12626
433170,0.421,0.22689
398981,0.914,0.51878
435187,0.782,0.51668
402889,0.72,0.26556
440979,0.876,0.21411
437639,0.096,0.0126
483176,0.449,0.25066
441140,0.288,0.20151
434568,0.751,0.23945
429636,0.843,0.32786
408088,0.97,0.61933
404338,0.163,0.01264
449660,0.325,0.12587
407279,0.131,0.03792
417265,0.719,0.41667
454818,2.904,1.55934
476495,0.707,0.31355
434223,0.719,0.31507
429025,0.847,0.3405
433735,1.403,0.60501
459620,0.325,0.13824
407900,0.851,0.25278
395407,1.498,0.70877
430369,0.939,0.31521
432336,0.425,0.23951
421231,0.584,0.13883
462493,0.294,0.07537
409668,1.132,0.37911
381301,0.911,0.34225
444161,0.65,0.40294
396539,1.526,1.08832
430183,1.033,0.555
417853,0.688,0.303
421234,0.355,0.17669
471857,0.707,0.33882
394165,0.452,0.2025
384169,0.688,0.26609
482977,0.516,0.28827
401683,0.487,0.2403
367371,0.163,0.10145
399720,0.356,0.15185
453483,0.45,0.17607
390823,1.978,1.05102
434372,0.517,0.26453
487480,1.165,0.41341
442088,0.938,0.21409
457199,0.354,0.23887
428326,0.163,0.12612
391462,1.042,0.43047
457485,0.775,0.41483
396194,0.193,0.2025
458977,0.421,0.12568
464929,0.516,0.26375
457931,0.456,0.1634
427661,0.517,0.17657
387304,0.422,0.13933
382231,0.489,0.36755
437643,1.082,0.84409
459617,0.45,0.1885
431024,0.901,0.40344
466016,1.631,0.56513
451061,0.557,0.30192
438124,1.334,0.7812
440830,0.45,0.18893
404504,0.681,0.93574
454154,0.163,0.07555
399450,0.681,0.40481
408981,1.075,0.55606
482461,0.556,0.30081
377844,0.72,0.51953
396923,0.883,0.30369
421941,0.325,0.10096
438617,1.005,0.40311
399454,0.588,0.25301
404508,0.911,0.74621
485298,0.649,0.56385
371657,0.685,0.43137
417259,0.422,0.15152
463271,1.013,0.43967
382064,0.941,0.68437
416027,0.62,0.25256
413536,0.62,0.36632
433618,0.488,0.11343
435438,0.259,0.23974
423293,0.488,0.25233
418664,0.294,0.05051
421719,0.259,0.1262
399577,0.879,0.4807
398328,0.356,0.17713
437651,0.45,0.32755
422996,0.619,0.17666
398021,0.356,0.12651
435446,0.425,0.20192
417679,0.425,0.12621
423729,1.139,0.50468
426846,0.163,0.01261
399451,0.65,0.20241
413522,0.882,0.36633
395594,0.62,0.17718
458363,0.096,0.03772
390485,0.751,0.43054
381435,2.286,1.52083
398628,0.748,0.35426
428847,0.355,0.13873
402568,0.588,0.27822
386278,0.096,0.01267
437650,0.457,0.32755
398514,0.356,0.35417
424167,0.902,0.3785
396174,0.096,0.03796
412463,0.385,0.17686
420895,0.882,0.59318
445765,0.096,0.27693
470039,0.287,0.32635
445089,0.909,0.37767
409144,0.94,0.39169
451203,0.938,0.55351
414278,0.422,0.18946
430170,0.619,0.25217
417540,1.045,0.55556
388643,1.127,0.72191
418945,1.294,1.12351
401503,0.711,0.35413
415296,0.355,0.16418
454177,0.163,0.06302
458510,1.1,0.36449
401672,1.168,0.80948
469627,0.75,0.21339
458806,0.619,0.13825
453334,0.612,0.26411
436551,0.192,0.063
416025,0.782,0.39147
451685,0.65,0.22642
447798,0.488,0.10067
418974,0.557,0.17674
426627,0.749,0.45409
484829,0.353,0.37594
371165,1.558,0.7613
412298,1.045,0.54324
392001,1.077,0.37983
467501,1.195,0.74081
463884,0.421,0.43966
484380,0.688,0.28823
435759,0.715,0.21421
435747,0.294,0.40344
402564,0.72,0.44264
396161,0.163,0.06327
417863,0.096,0.02525
402394,0.651,0.21499
403202,0.644,0.51845
377677,1.393,0.69742
480956,2.404,1.55462
441457,0.421,0.15113
434461,0.619,0.53101
445383,0.913,0.78064
458657,0.832,0.41476
483569,0.965,0.85292
414291,0.819,0.69466
370994,0.423,0.3552
422710,0.614,0.35333
458191,0.45,0.28909
466170,0.287,0.18837
418654,0.385,0.22723
398637,0.422,0.12652
439058,0.163,0.01261
455777,0.583,0.1886
446968,0.709,0.27689
485474,0.876,0.35084
389940,1.297,0.63318
448482,0.557,0.302
417869,0.096,0.03787
458976,0.81,0.33934
385360,0.294,0.12666
414433,0.486,0.13893
415119,0.131,0.02526
428851,0.259,0.06311
425609,0.288,0.12614
437649,0.968,0.46613
442975,0.354,0.3274
390976,1.689,1.39295
366082,0.483,0.36813
469489,0.588,0.27619
422867,0.288,0.12619
436253,0.488,0.22681
435586,0.517,0.22682
376061,1.472,0.73552
479523,0.802,0.4012
390973,0.883,0.34188
431381,0.751,0.44124
465868,0.487,0.22605
403376,0.883,0.46788
421089,1.11,0.76991
449240,1.013,0.56622
421581,0.68,0.22716
449669,0.263,0.06296
433605,1.035,0.34029
394170,0.259,0.20248
454519,0.354,0.13833
469248,0.994,0.69036
415644,0.326,0.17681
436392,0.384,0.2268
404677,0.263,0.06322
429024,1.145,0.65579
445763,0.75,0.3147
454514,0.9,0.49044
412453,0.657,0.25267
429646,0.425,0.13871
418508,0.288,0.30299
398629,1.236,0.82232
472382,1.013,0.25095
402884,2.139,1.69419
478580,0.965,0.58936
416410,0.131,0.02525
410018,1.036,0.65709
446172,1.426,0.52864
414989,0.644,0.45467
404328,0.62,0.16438
430051,0.488,0.22697
391223,0.386,0.24058
395591,0.553,0.25312
422572,0.819,0.4038
446315,0.913,0.66707
389928,1.011,0.2406
486425,0.456,0.12528
454150,0.842,0.554
428482,0.782,0.27745
402686,2.585,1.49245
419166,0.163,0.11364
449514,0.517,0.16356
405330,0.452,0.21493
428678,0.263,0.1009
417696,1.036,0.50513
420891,0.163,0.01262
409992,0.711,0.54336
450378,0.421,0.0629
409471,0.614,0.22747
466002,1.004,0.45209
425118,0.425,0.15138
395953,0.522,0.17717
457488,0.913,0.60335
479801,0.425,0.2508
399640,0.259,0.07586
469879,0.354,0.20083
443319,1.034,0.55404
399660,0.615,0.67035
447535,1.1,0.8557
424787,0.882,0.30279
446477,0.517,0.20138
382224,0.883,0.58287
386282,0.914,0.36734
433862,0.709,0.52935
416424,0.873,0.37883
408690,1.784,0.77098
461705,0.75,0.27639
427038,0.719,0.27749
430358,0.813,0.27741
405522,0.644,0.32872
380128,0.983,0.48171
435429,0.425,0.22699
477630,0.876,0.57695
435417,0.588,0.23949
434476,0.619,0.37956
425285,0.719,0.35322
452505,0.258,0.13839
422869,0.68,0.27765
468359,0.912,0.40169
440808,0.746,0.35266
416228,0.326,0.37906
483597,0.487,0.2511
427845,0.643,0.32792
461561,0.975,0.3895
409282,0.289,0.11374
444704,0.584,0.18884
399725,0.783,0.36723
417695,1.435,1.02273
365937,0.26,0.07616
446181,0.394,0.17622
411306,0.259,0.11371
407705,0.585,0.21488
427364,0.649,0.34056
398975,0.651,0.12651
461171,0.354,0.23872
408092,0.525,0.58139
454180,0.325,0.32778
479354,1.213,0.77739
389260,0.909,0.26595
444930,0.517,0.27695
394550,0.457,0.21518
428661,0.325,0.1009
489864,1.221,0.52601
455126,0.995,0.98078
413706,1.57,0.75794
457937,0.552,0.35195
486429,0.382,0.21298
399638,0.777,0.54373
442537,0.354,0.23925
382551,0.62,0.27881
395231,0.977,0.3164
449834,0.325,0.17616
397822,0.457,0.12653
399614,0.193,0.06317
484836,0.897,0.51376
429331,1.207,0.65574
489565,0.456,0.17536
462491,1.498,0.62822
456292,0.65,0.17601
435172,0.901,0.64267
452359,0.354,0.32703
399673,0.163,0.12653
394159,0.783,0.43034
478363,0.258,0.23833
404510,1.077,0.56899
443516,0.775,0.60438
419488,0.943,0.40396
405672,0.814,0.12642
455120,0.517,0.18861
444933,1.092,0.95677
414280,0.451,0.20209
466175,1.275,0.71583
406218,0.488,0.17698
454178,0.325,0.15129
399653,0.489,0.36676
448937,2.23,2.2652
406901,1.24,0.51828
434567,0.325,0.07562
444942,0.613,0.20142
442534,0.871,0.80593
395603,0.816,0.2278
472713,1.469,0.85314
452192,1.158,0.69183
481763,0.745,0.15042
420421,1.145,0.54277
403197,0.425,0.15175
429485,0.715,0.41611
427680,1.335,1.08548
405673,0.945,0.54362
389090,0.096,0.02533
455977,0.456,0.15087
440821,0.425,0.189
456476,0.877,0.89265
480388,0.65,0.99496
455493,0.479,0.38977
371005,0.386,0.21563
448957,0.782,0.5034
440461,0.851,0.40307
441914,0.619,0.47913
461160,0.619,0.43979
398189,0.263,0.07592
435769,0.451,0.21422
397216,0.385,0.1898
384673,0.971,0.76023
474297,0.325,0.03764
406190,0.355,0.13906
390617,1.272,0.48118
424169,0.969,0.47944
430683,0.259,0.12608
463883,0.85,0.42708
451201,0.679,0.26419
470060,0.162,0.0251
393461,0.62,0.25317
449668,0.45,0.28965
417249,0.651,0.31566
418346,0.525,0.16412
393065,0.394,0.16457
472877,0.456,0.22585
391470,0.971,0.65838
463277,0.421,0.15074
403774,1,0.85985
457933,1.289,0.91758
415826,0.977,0.32833
454679,0.517,0.2515
432153,0.517,0.2143
431017,1.435,0.69344
436255,1.064,0.47881
371003,0.483,0.27908
374808,0.426,0.31709
395396,0.62,0.3417
435436,0.294,0.07571
433726,0.872,0.37811
428163,0.325,0.08828
432932,0.355,0.27737
401204,0.651,0.26561
442540,0.488,0.11333
434384,0.709,1.13464
372426,0.589,0.22836
398175,0.422,0.291
473990,0.736,0.52692
390982,0.356,0.24058
432941,0.813,0.2395
454356,0.163,0.08801
399670,0.977,0.91099
480949,0.618,0.20058
484981,0.881,0.21302
422161,0.131,0.02524
432672,1.84,1.22277
404673,0.489,0.18965
421746,0.457,0.13882
451865,1.742,1.05661
449653,1.369,0.9563
435588,0.782,0.18902
365276,0.851,0.26659
429759,0.488,0.18914
426634,0.815,0.32788
414279,1.435,0.50525
435933,1.013,0.42841
417403,0.294,0.22727
428331,0.688,0.39097
422994,1.227,0.60569
404852,0.457,0.13908
445385,1.601,1.19596
411479,0.289,0.18951
388094,1.038,0.77258
450025,0.45,0.28937
413701,1.173,0.42944
454526,0.163,0.03771
418033,0.355,0.11363
428865,0.584,0.2775
421740,0.263,0.0631
427654,0.355,0.13874
404514,0.452,0.41726
441917,0.39,0.25222
473170,0.619,0.4266
432320,0.557,0.20172
449246,0.679,0.32715
461708,0.75,0.42717
431997,1.401,0.36558
432351,1.013,0.40362
469877,0.774,0.38911
384829,0.163,0.05068
463276,0.449,0.17584
417700,0.62,0.11363
405520,0.385,0.10114
434426,0.259,0.17672
465670,1.384,0.89163
416763,0.294,0.17685
454190,0.612,0.44016
445404,0.325,0.12596
409288,0.585,0.27803
441910,0.394,0.10085
407702,0.851,0.32862
416735,0.518,0.1894
432512,0.48,0.21429
435414,0.451,0.20166
454174,0.421,0.25212
390481,1.037,0.32924
432664,1.197,0.41597
382225,0.163,0.03801
432939,0.719,0.34034
443330,1.101,0.57922
421733,0.982,0.46696
400692,0.716,0.31624
478742,1.165,0.73981
463130,0.966,0.4271
383965,1.231,0.50685
386512,0.422,0.34202
384675,0.457,0.29142
450020,0.456,0.17616
468870,1.539,1.09216
377842,0.489,0.34217
386290,0.911,0.48136
420419,1.396,0.75736
413799,0.548,0.27788
400322,1,0.40478
485629,1.095,0.7769
471102,0.191,0.15052
432005,0.751,0.55466
442091,0.457,0.18893
432162,1.064,0.92022
483623,0.325,0.10059
375121,0.426,0.20293
424152,0.872,0.27757
400137,0.557,0.35419
413210,0.873,0.45479
455986,0.781,0.26403
439035,0.719,0.69294
447661,0.715,0.26428
407697,1.208,0.58139
413802,1.398,0.69476
423599,0.131,0.02524
396535,0.294,0.07592
376661,0.163,0.03804
444701,0.775,0.44061
468377,0.545,0.23855
411283,0.72,0.44236
448318,1.971,1.20798
432013,0.851,0.41603
451858,0.583,0.30189
409286,0.72,0.37913
480381,0.744,0.71739
434936,0.913,0.54191
454185,0.163,0.06302
421752,0.716,0.41646
407558,0.457,0.39183
451343,0.588,0.22643
389389,0.426,0.16464
479984,0.487,0.2006
430906,0.457,0.21433
454186,2.109,1.42481
406219,0.394,0.13906
441132,1.935,0.96973
440347,1.655,1.14624
398330,1.403,1.341
410004,0.588,0.18959
475016,0.516,0.31357
477122,0.325,0.12542
473037,0.719,0.4517
443671,0.909,0.49104
450371,0.425,0.16355
423442,0.937,0.47948
390975,0.851,0.34188
395955,0.519,0.37966
411473,0.163,0.05057
430052,0.882,0.46654
395754,0.585,0.2278
397555,2.911,2.11292
434385,1.009,1.03368
392329,0.426,0.10128
479096,1.108,0.73974
425438,0.325,0.03784
406010,0.62,0.26547
393067,0.751,0.20257
413980,1.065,0.70732
391998,0.751,0.21523
425128,0.457,0.15138
455976,0.75,0.21373
439523,0.488,0.15115
471566,1.457,1.19184
397075,0.946,0.51868
435445,0.457,0.47952
455982,0.394,0.13828
470626,0.612,0.21336
416738,0.294,0.23991
468366,0.425,0.16317
388253,1.164,0.41795
441281,0.75,0.16373
458189,2.353,0.87988
464312,0.516,0.15072
423452,0.294,0.05047
428671,0.882,0.29006
393985,0.851,0.46834
418516,0.288,0.21462
424791,1.106,0.64344
419176,0.131,0.01262
483325,0.477,0.32583
404329,0.812,0.64489
408705,0.97,0.594
461866,0.425,0.12563
463134,0.714,0.38942
396542,0.711,0.36699
381588,0.88,0.5323
465673,0.545,0.30139
391999,0.883,0.49378
473172,0.096,0.0251
418953,0.851,0.3914
399630,0.912,0.59424
364372,0.586,0.3174
449678,0.425,0.126
410674,0.836,0.36643
480954,1.654,1.05306
432927,0.557,0.30252
474294,1.729,1.35492
405321,0.489,0.08852
376068,0.519,0.11414
367381,0.62,0.41811
411461,0.488,0.27798
462146,0.425,0.2388
429487,0.553,0.2522
440336,0.588,0.42844
374536,1.011,0.64691
450906,0.546,0.23902
397213,0.844,0.51878
413353,0.457,0.11369
481624,0.162,0.1755
390621,0.131,0.01266
478359,0.162,0.12543
416248,2.168,1.54064
427851,0.517,0.25221
431385,0.096,0.01261
483586,1.039,1.26733
450225,0.354,0.23905
452978,0.394,0.15093
425439,1.684,1.08485
448780,1.013,0.52851
369132,0.817,0.35536
399133,0.422,0.12651
446328,0.425,0.23914
464622,0.719,0.17584
423757,0.425,0.13879
446039,0.65,0.25174
439029,0.384,0.27712
375302,0.62,0.29171
389606,1.267,0.56987
408976,1.271,0.50555
445403,0.259,0.13856
419340,1.076,0.54276
398331,0.457,0.22774
432937,0.907,0.21428
480410,0.325,0.32788
435061,0.901,0.42847
480345,0.096,0.03769
440348,1.37,0.70542
413035,0.355,0.16422
396380,0.482,0.36699
433623,0.819,0.31511
438122,0.907,0.45353
466176,0.719,0.20093
434494,2.374,1.25311
407554,0.914,0.42976
417113,0.751,0.1894
435448,1.161,0.8961
454347,0.619,0.2515
417541,0.584,0.18939
483581,0.258,0.07527
411476,1.101,0.6701
410679,0.263,0.07582
441601,0.163,0.03779
461701,0.574,0.4146
404331,0.783,0.25287
416420,0.814,0.23992
467344,1.85,2.56451
418941,0.843,0.61856
435177,0.747,0.18902
427846,1.064,0.6306
435755,0.131,0.05044
400690,0.518,0.40478
438289,0.901,0.52912
409141,0.163,0.16429
373838,0.356,0.19027
426630,0.131,0.02523
374537,0.489,0.19026
398509,0.557,0.27835
405678,0.163,0.02528
433621,0.517,0.25208
434365,1.176,0.55414
462160,0.781,0.23874
419706,1.276,0.56816
415124,1.045,0.60623
382230,0.482,0.53206
412449,0.457,0.13896
462139,0.162,0.12569
409995,0.783,0.35383
418195,0.806,0.5555
402401,1.045,0.43
392859,0.808,0.48107
425113,0.739,0.69385
446471,0.719,0.25173
440343,1.335,0.92031
442529,0.619,0.23926
480151,0.707,0.41373
414695,0.557,0.16419
430166,0.619,0.23957
432516,0.457,0.27732
436385,0.805,0.4032
435450,0.163,0.05041
409998,1.014,0.55606
421580,0.614,0.26503
434360,0.263,0.11327
462913,0.612,0.3643
409851,0.851,0.39173
449516,0.782,0.31456
436929,1.226,0.78116
399693,0.553,0.29102
434408,0.488,0.11339
398193,0.904,0.48085
412033,0.557,0.26532
413526,0.457,0.16421
480350,0.294,0.47757
409472,0.914,0.3033
369792,0.652,0.31726
415120,0.812,0.35362
441583,0.584,0.17631
456127,1.113,0.81724
478584,0.936,0.43888
471717,0.516,0.28863
457183,0.877,0.21371
459738,1.068,0.40213
409474,0.882,0.34122
434424,0.163,0.0633
393994,1.207,0.82274
404674,0.97,0.82183
380945,0.326,0.22813
385845,0.983,0.43073
398030,0.457,0.30367
469881,0.258,0.30121
426266,2.764,1.51358
468202,0.556,0.20087
380132,0.423,0.07606
382549,0.615,0.25347
478004,1.184,1.05332
436082,0.425,0.18901
399721,0.096,0.03798
446474,0.421,0.1888
470456,1.386,0.65265
436931,1.109,0.49139
435405,0.457,0.25203
482975,0.544,0.3509
456128,1.627,0.88013
460530,0.708,0.27644
427860,0.557,0.26487
401878,0.557,0.18973
428878,1.07,0.61796
393244,0.883,0.48103
396163,0.096,0.01266
397064,0.489,0.31634
423308,0.843,0.20188
474295,0.75,0.22582
404505,0.452,0.22762
429494,1.407,0.9458
410970,0.747,0.37905
389765,0.457,0.21529
414167,0.355,0.18946
450904,0.619,0.3774
428325,0.739,0.47923
423000,1.17,0.59307
395232,1.104,0.63282
448930,0.648,0.39008
472175,0.354,0.25097
387493,0.682,0.36733
435418,0.425,0.17649
423311,0.325,0.30284
470457,1.902,1.05431
409469,0.783,0.21483
456764,0.456,0.11314
423304,0.588,0.18927
441617,0.588,0.13853
428027,0.355,0.2018
449831,0.425,0.17614
464028,0.354,0.38937
480344,0.679,0.51509
425440,0.547,0.32799
475518,0.64,0.4014
388112,0.422,0.20266
462130,0.552,0.12563
469246,0.95,0.33892
402560,0.97,0.60704
458511,0.425,0.38962
386170,1.234,0.75987
395243,0.294,0.06328
423301,0.521,0.16403
398630,0.62,0.15182
399696,0.615,0.29108
378024,0.453,0.27894
398962,0.422,0.08856
464634,0.325,0.05024
399588,0.259,0.15171
438291,0.457,0.11338
421736,0.425,0.15145
423446,0.945,0.4416
430521,1.041,0.3909
472034,1.194,0.47686
442545,0.525,0.23926
413702,0.518,0.2021
395592,0.751,0.26577
441139,0.719,0.39044
390983,0.549,0.30389
422858,0.518,0.23975
444159,0.517,0.17626
387688,0.294,0.08861
384372,0.72,0.3041
453126,1.004,0.52825
466476,0.774,0.21347
448956,1.013,0.40267
389929,0.356,0.21528
374539,1.069,0.52003
452368,0.619,0.12578
434931,0.557,0.25204
449667,0.65,0.26444
438600,2.26,1.70052
457935,0.45,0.21368
411872,0.131,0.05053
451502,0.546,0.25159
367365,1.469,1.17963
471712,0.573,0.42669
429194,0.749,0.27743
432158,1.213,0.76898
416247,0.547,0.41673
398332,0.819,0.43017
462344,0.354,0.16331
425117,0.912,0.52986
372835,0.809,0.50726
399579,0.163,0.03795
444936,0.163,0.07553
390826,0.554,0.22792
428877,1.515,1.14756
392157,0.426,0.17725
426645,0.394,0.22711
452031,0.75,0.33963
432006,0.709,0.60509
408407,0.62,0.15166
418028,0.163,0.03788
430887,1.235,0.37822
440812,0.425,0.11336
475522,0.611,0.32613
429018,0.882,0.3657
406210,0.716,0.32873
416769,0.422,0.25273
441744,0.192,0.06297
470940,1.032,0.48947
376326,1.663,0.68477
369931,1.401,1.07862
471243,0.936,0.4267
364873,0.779,0.44424
452370,1.416,0.76724
483594,0.294,0.0502
395048,0.781,0.40503
383684,0.851,0.48153
399631,0.289,0.1391
458054,2.081,1.42044
386515,0.294,0.13934
401680,0.711,0.24031
415793,0.451,0.16417
398186,0.163,0.03796
468879,0.774,0.36406
420900,0.747,0.20194
403538,1.037,0.51847
451683,0.557,0.28932
434930,0.421,0.22684
392002,0.588,0.21523
405329,0.777,0.58164
433871,0.163,0.03781
424517,0.643,0.36587
415470,0.914,0.42937
411456,0.91,0.29048
421072,1.492,0.40388
377333,0.712,0.30433
470633,1.003,0.28867
414980,0.355,0.18945
397218,0.489,0.16449
384672,0.983,0.41811
400465,0.548,0.21504
411863,0.751,0.2655
388093,0.163,0.02533
428852,0.547,0.25237
481292,0.649,0.2507
406607,0.294,0.12641
369924,0.747,0.41877
453135,1.848,0.81753
391217,0.712,0.27856
381098,1.301,0.97598
443323,0.131,0.06296
466831,0.75,0.40182
467645,0.908,0.30131
395037,0.426,0.21514
419681,0.782,0.29032
398525,0.72,0.39221
431714,0.355,0.34038
392691,1.993,1.20258
421756,0.716,0.21454
481472,0.773,0.31338
440313,1.418,1.15886
390309,1.822,0.92443
394344,0.519,0.35445
441908,1.168,0.85703
379086,0.616,0.27886
409283,0.355,0.20221
398516,0.548,0.25298
433729,0.709,0.2899
468708,0.096,0.01256
399937,0.422,0.2277
428876,1.817,0.66842
418348,0.651,0.21462
380135,1.372,0.69719
445389,0.354,0.22658
438801,1.485,0.54166
430679,1.013,0.3404
409993,2.376,1.21321
398625,0.813,0.53139
487862,0.587,0.46354
399701,0.457,0.48105
448138,0.421,0.11326
478376,1.946,1.11608
472534,1.144,0.51444
467324,0.556,0.22601
464036,0.162,0.1005
403529,1.007,0.42995
382220,1.334,0.62099
422373,0.932,0.70671
372829,0.946,0.4185
480356,0.846,0.67894
420420,0.422,0.2272
407889,0.651,0.18959
367358,0.294,0.10151
441913,0.131,0.06304
480318,0.618,0.51431
421390,0.457,0.17669
420691,1.398,0.90874
370836,0.519,0.32991
452501,0.819,0.28931
413992,0.326,0.08842
402887,0.422,0.08851
408414,0.425,0.13903
381297,1.261,1.1281
408836,0.294,0.05055
410676,2.647,1.47859
442266,0.457,0.10074
376062,0.688,0.38046
418934,1.239,0.84584
466481,0.583,0.18836
417266,1.879,1.0228
413209,0.326,0.08843
389760,1.134,0.56985
470799,0.516,0.17571
447120,0.967,0.40274
424806,0.619,0.42899
447668,0.709,0.37763
395404,0.62,0.21515
402033,0.615,0.31618
406432,0.488,0.16434
403764,1.271,0.67015
431251,0.421,0.11346
399708,0.426,0.30381
433725,0.421,0.12604
440476,0.688,0.70555
416241,0.425,0.15155
419169,0.72,0.39149
418952,0.614,0.30302
470937,0.583,0.22591
445393,0.163,0.17625
420713,0.518,0.20195
433167,1.427,0.57979
428172,0.394,0.11351
398626,0.681,0.25306
426848,0.421,0.2775
487477,0.912,0.32572
446334,0.258,0.10071
413208,0.259,0.0758
428486,0.163,0.01261
383332,0.549,0.17741
397557,0.652,0.58204
393247,1.494,0.7469
436708,0.882,0.3654
401498,1.276,0.59441
421081,0.288,0.17668
438615,0.613,0.23935
389762,0.783,0.41788
422716,0.584,0.25238
372826,0.426,0.12684
434503,0.98,0.37986
462494,0.456,0.17588
371482,1.046,0.54556
462135,0.906,0.72874
479098,0.678,0.28839
427357,0.851,0.49193
413036,0.951,0.59374
397817,0.615,0.24041
417107,0.584,0.41663
388634,0.748,0.31663
405682,0.096,0.02528
414275,1.598,1.6422
388100,0.487,0.34188
476954,1.17,0.5393
480430,0.553,0.1767
446979,0.588,0.42814
433736,0.488,0.15124
459614,0.588,0.33932
436545,0.709,0.35278
386802,0.815,0.22801
421087,0.096,0.05049
440318,0.096,0.02519
457350,0.488,0.20113
426637,0.557,0.15135
428663,0.451,0.20178
437511,0.913,0.5795
440681,0.719,0.28969
412156,0.488,0.21477
404516,0.163,0.03794
427862,0.163,0.02523
434745,0.68,0.20164
476950,0.75,0.32608
438131,0.776,0.35274
441897,0.488,0.32755
419175,0.355,0.31559
370838,1.11,0.63447
447254,1.815,0.91868
391220,0.489,0.22791
386799,0.688,0.35469
407271,0.751,0.27809
393621,0.783,0.31647
398177,0.814,0.18978
446976,0.588,0.23922
488369,1.012,0.48854
431252,0.811,0.31518
488372,0.525,0.33821
459115,0.612,0.20108
395399,0.263,0.07592
422993,0.843,0.35332
398811,1.792,0.87303
429182,1.597,0.93322
408080,1.162,0.66988
457049,0.552,0.33942
467329,0.354,0.20095
454173,0.259,0.16386
421094,0.325,0.10098
462143,1.224,1.05576
387678,0.489,0.21528
442081,0.457,0.1889
477638,0.191,0.10032
434353,0.457,0.23941
433873,0.259,0.12603
473452,0.981,0.60221
448632,0.421,0.13841
480398,0.776,1.31049
392331,1.235,0.63303
411281,0.873,0.51819
458055,0.421,0.33938
447799,0.131,0.01259
406018,0.518,0.24019
471088,0.325,0.47688
417255,0.422,0.2399
441450,0.709,0.30225
453807,0.521,0.13834
401055,0.681,0.37946
483591,0.456,0.12549
426271,0.688,0.23967
478368,0.162,0.05018
477296,0.781,0.30098
458362,0.781,0.64115
398513,1.138,0.88556
426628,0.882,0.34057
445395,0.819,0.5414
451694,0.919,0.4906
417114,0.945,0.4672
379363,0.72,0.35504
391218,0.457,0.2659
458361,0.325,0.25141
420413,0.557,0.2777
442407,0.967,0.41556
433879,0.776,0.26468
403781,1.753,1.15069
393066,0.263,0.07596
431239,0.739,0.44122
374814,0.906,0.95126
400901,0.263,0.05059
397815,1.326,0.65795
382920,0.326,0.10132
413223,0.882,0.42951
401208,0.588,0.15178
379502,0.457,0.21552
386166,0.682,0.46866
403369,0.163,0.02529
471849,0.162,0.06274
426472,0.521,0.22702
389605,0.422,0.15197
423914,0.259,0.08832
446961,1.121,0.61671
472373,0.841,0.389
479355,0.42,0.35106
425436,0.425,0.17661
414287,1.132,0.5557
414679,0.588,0.35385
363686,0.426,0.19046
416251,1.679,0.89654
453636,0.131,0.01258
434370,0.096,0.02514
455496,0.619,0.28919
430181,0.163,0.02523
466995,0.131,0.01256
464930,1.119,0.59029
412455,0.263,0.07581
483622,0.619,0.27664
409481,0.488,0.41703
425116,0.518,0.2397
454345,0.425,0.16348
448941,0.163,0.06299
386273,0.489,0.16469
403205,0.457,0.12645
399663,0.163,0.06321
402038,0.975,0.36676
392178,0.585,0.30371
462164,0.287,0.1382
483572,0.162,0.02508
427036,0.751,0.30272
445084,1.388,1.0448
470045,1.003,0.38902
404524,0.72,0.45516
407696,0.488,0.11376
370987,0.386,0.21571
388833,0.096,0.02533
447115,0.425,0.21395
388113,1.237,0.51932
480758,2.469,1.1911
452186,1.267,0.74216
411881,0.518,0.1516
378142,0.423,0.11411
409480,0.355,0.07582
462155,0.354,0.21362
432174,0.584,0.21429
469491,1.453,0.64021
404672,0.422,0.15172
407549,0.777,0.49297
428504,0.619,0.17656
475017,0.544,0.31357
437645,0.872,0.50392
488040,0.84,0.66394
392459,0.422,0.16456
387913,0.289,0.17733
361696,0.557,0.508
434480,0.489,0.24031
361499,1.562,0.99059
367352,0.457,0.10154
398180,0.652,0.20244
380678,1.847,1.41975
399709,0.815,0.46834
451859,0.131,0.02516
438606,0.93,0.34012
438799,0.425,0.15116
459737,2.257,1.80934
482790,0.907,0.61415
400700,1.014,0.34151
411698,0.814,0.13898
452500,0.325,0.21383
460965,1.396,0.45234
438610,0.45,0.35279
467353,1.044,0.32647
382550,0.29,0.15208
399443,1.163,0.72109
439021,0.457,0.11337
365079,1.271,0.68553
434748,0.096,0.07562
458053,0.87,0.52794
424174,0.719,0.27757
430522,0.68,0.29005
445391,0.642,0.39023
421723,0.584,0.265
427673,0.325,0.27751
415115,0.294,0.11367
386798,0.422,0.15201
471083,0.912,0.28866
421750,0.325,0.16407
459618,0.525,0.23877
