426492,0.421
398024,1.24
427187,0.451
436078,0.325
465671,0.619
440345,0.163
367361,1.268
388839,0.845
367369,0.423
390625,0.751
439025,0.584
442090,0.588
418657,0.457
480391,0.258
482091,1
432325,0.913
401206,0.294
430175,0.584
454529,1.329
433174,0.163
429336,2.089
414680,0.163
426656,0.776
389091,0.452
407895,0.425
454350,1.483
472370,0.456
430681,0.588
427179,0.715
389607,0.585
451056,1.601
412294,0.651
393254,0.62
458052,0.163
471086,0.64
490044,0.688
370643,0.294
374376,0.752
388477,0.62
414979,1.265
459107,1.202
405319,0.688
481473,0.773
448942,1.514
434483,0.903
454124,0.354
445589,0.871
372828,0.163
445764,0.325
412040,0.873
435596,1.082
432519,0.851
421722,0.163
467917,0.525
394179,0.489
454341,0.425
476958,0.131
388476,1.357
422156,0.649
411292,0.422
411465,0.688
402683,0.851
396188,0.548
444148,0.525
439031,0.421
417862,1.257
462735,0.394
396375,0.808
413991,1.295
377332,0.426
429190,1.268
483547,0.618
375929,0.394
436934,1.076
437647,1.562
417856,0.355
422165,0.48
420893,0.518
412289,0.999
421082,0.259
395583,0.844
439049,0.259
461288,0.394
396171,0.681
433309,0.751
375440,0.651
418031,1.847
444938,0.75
379089,0.426
441590,0.294
401489,0.585
406214,0.851
434053,1.064
445906,0.944
450632,1.2
425122,0.457
445248,0.9
442272,0.557
441584,0.613
429188,0.421
428170,0.421
483860,0.745
443673,0.68
398512,0.096
379623,0.557
380129,0.131
414701,1.204
456293,0.899
469250,0.096
393610,1.104
398510,0.489
466992,0.287
401885,2.303
460968,0.325
416411,0.488
478378,1.07
405679,0.62
447662,0.325
406217,1.325
413690,0.914
464316,0.612
468198,0.937
480401,1.393
459895,0.287
434212,0.93
465669,0.748
435058,0.913
449819,0.982
483582,0.42
381740,0.163
483640,0.802
462127,0.354
387296,0.712
478011,0.325
376978,1.108
380944,0.585
379790,0.453
429753,1.135
386286,0.951
480367,0.996
398974,0.615
433734,1.418
412042,0.422
480757,0.678
460977,0.913
440819,0.457
404160,0.457
450017,0.479
401502,0.548
366623,1.166
371163,1.165
459612,1.674
404525,0.557
428505,0.425
391814,1.23
380292,0.88
469056,0.487
407083,0.553
388092,0.096
426639,0.872
459897,0.478
439511,0.746
478360,0.707
399586,0.289
425129,0.355
435939,0.425
429643,0.355
409997,0.457
479351,0.611
454168,1.101
396195,0.326
413357,1.206
480394,0.843
437350,1.04
428657,0.425
470042,0.908
444144,1.772
457191,0.746
424524,1.896
452361,0.163
454130,0.294
424676,0.488
483334,1.547
435774,1.145
457486,0.456
388841,0.356
413033,0.614
468534,0.258
432002,0.588
432014,0.488
416598,0.882
450221,0.354
444935,0.288
419173,0.355
478007,0.972
434589,0.909
368451,0.779
397071,0.711
387150,0.875
475193,0.325
442086,1.17
462145,0.162
461562,0.899
379971,1.897
394347,0.951
469771,0.75
408233,0.62
434456,0.192
436544,0.288
394683,0.391
405680,0.457
483331,0.449
385712,1.96
389608,1.34
392162,0.815
426490,0.684
414284,0.355
388251,0.778
412037,0.777
434369,0.805
442977,0.813
378922,0.294
456603,0.841
427363,0.518
387663,0.457
414292,0.903
432507,0.619
456123,1.512
422873,0.259
391468,0.911
392165,0.326
405170,0.783
466478,0.421
398511,0.651
391639,1.965
425453,1.161
427857,0.872
407282,1.103
434515,0.097
412159,0.259
434389,0.488
421741,0.325
448324,0.842
465995,0.425
425457,0.192
421070,1.265
480442,1.337
460672,0.583
386794,1.077
421084,0.294
484071,0.618
394843,1.531
451202,0.488
450216,0.708
421088,0.259
443321,0.588
388243,0.263
441924,0.882
426647,0.457
409123,0.457
434417,0.489
422707,0.847
449666,0.78
472710,0.719
442538,0.982
399657,0.163
408692,0.72
423444,0.872
414165,0.584
424306,0.553
483864,0.714
422570,0.876
452195,1.213
454817,0.619
417870,0.259
445759,0.9
439039,0.192
391348,0.294
479529,0.881
462347,0.425
449818,0.517
393617,0.681
434492,0.749
491104,0.801
405674,0.557
414156,0.979
